tweet,likes_count,tweetFiltrado,topico
"#russia claims to have destroyed ukrainian oil refinery, fuel tanks  https://t.co/thrznb0ze7",32,claim destroyed ukrainian oil refinery fuel tank,7
"one important inspiration the world anti-fascist war offered is countries should seek common ground while putting aside differences, attach importance to the security concerns of countries, use dialogue instead of confrontation, chinese fm said on #russia’s v-day parade.  https://t.co/ii53l1rfoo",32,inspiration world antifascist war offered country seek common ground putting difference attach security concern country dialogue confrontation chinese fm russia vday parade,0
today's punch colour cover. other times... the moscow victory parade as seen by ed mclachlan in 1987 #russia #history #gorbachev #ussr #missiles #ukraine #war #peace #cnd #doves  https://t.co/zp4uoatwp0,32,today punch colour cover time moscow victory parade mclachlan history gorbachev ussr missile ukraine war peace cnd dove,0
"whatever this photo depicts, it is not of any freshly captured #nato officers.  look at the ukranazi second from left with the visible neck tattoo. he was on a prisoner interrogation  video released by #russia over a month ago.",32,photo depicts freshly captured nato officer ukranazi second left visible neck tattoo prisoner interrogation video released month ago,7
"ukrainian artillery strike on russian troops near vesele, #izyum area #ukraine #russiainvadedukraine #russia",32,ukrainian artillery strike troop vesele izyum area ukraine russiainvadedukraine,7
best thing about #eurovision?  no #russia.,32,best thing eurovision,3
russia is on fire again. irkutsk city centre is on fire over 800 square metres and 50 people have been evacuated.:)#ukraine #poland #russia #breakingnews #breaking #war #ukrainewar #polska  https://t.co/97gfxrtpcx,32,fire irkutsk city centre fire square metre people evacuatedukraine poland breakingnews breaking war ukrainewar polska,9
"‼ @litemods profile was #banned from @twitter for no reason, seems twitter defends #russia. spam tweets. @twittersupport @twittersupport  free speech #anonymous  https://t.co/eqnyxgakdr",32,‼ litemods profile banned twitter reason twitter defends spam tweet twittersupport twittersupport free speech anonymous,3
"one of the russian strikes targeting the #azov sites in #azovstal in #mariupol, southern #ukraine. #russia #russia_ukraine  https://t.co/epiwfpolfg",32,strike targeting azov site azovstal mariupol southern ukraine russiaukraine,3
" oil imports by sea to #china from #russia increased by 16% in april compared to march, reaching 860,000 bpd, the highest since december last year.",32,oil import sea china increased  april compared march reaching  bpd highest december year,5
finland has some of europe’s best artillery and excellent mlrs capabilities too.  this is beautiful to watch and it’s wonderful to see how they are mowing toward nato membership with every week that passes now.    #ukraine #russia #nato    https://t.co/dwqfvfnwxs,32,finland europe best artillery excellent mlrs capability beautiful watch wonderful mowing nato membership week pass ukraine nato,8
"#turkey: “evasive neutral”; same in ww2. while #eu economies uk us canada australia #cyprus et al suffer from anti-russia sanctions, #nato member &amp; eu aspirant tr makes money out of the #ukraine war. still adopts #russia’s narrative of “special military operation” @robinniblett",32,turkey evasive neutral ww eu economy uk canada australia cyprus al suffer antirussia sanction nato member eu aspirant tr money ukraine war adopts russia narrative special military operation robinniblett,5
"#kazakhstan and #turkey have signed an agreement on #military cooperation.  i wonder how it will go well with #russia, which is in the same defence alliance of csto with kazakhstan.   https://t.co/vthbevajot",32,kazakhstan turkey signed agreement military cooperation wonder will well defence alliance csto kazakhstan,8
"so “changed it’s mind on #ukraine’s #eu membership”   - well, honestly, who cares?  - none of #russia’s business tbh.  - tiptoeing around the dictator’s concerns is what got us into this mess.  - we can’t let this be an excuse to prevent   [no shade at @jakluge intended]",32,changed mind ukraine eu membership  well honestly care  russia business tbh  tiptoeing dictator concern mess  cant excuse prevent shade jakluge intended,3
"here, satellite imagery appears to show one of #russia's cargo ships carrying stolen #ukraine grain -- delivering it to #latakia, #syria.  #egypt had reportedly refused to receive it previously, following intervention by #kyiv.",32,satellite imagery appears russia cargo ship carrying stolen ukraine grain  delivering latakia syria egypt reportedly refused receive intervention kyiv,4
conflict zone | ukraine | day 76   russian bombardment azovstal plant in mariupol.  #rage #military #odessa  #kyiv #russia #ukraine   #usa #donbass  https://t.co/df0kpsqopw,32,conflict zone  ukraine  day bombardment azovstal plant mariupol rage military odessa kyiv ukraine usa donbas,0
@avalaina @kateryna_kruk i was very sorry to hear @zelenskyyua say #ukraine lacks heavy weapons to relieve #azovstal or retake #mariupol (@kyivindependent earlier).  the worst of it is ceasefires not honoured by #russia.  eventual counterattack must try to trap perpetrators of war crimes.  @intncrimcourt,32,avalaina katerynakruk hear zelenskyyua ukraine lack heavy weapon relieve azovstal retake mariupol kyivindependent earlier worst ceasefires honoured eventual counterattack trap perpetrator war crime intncrimcourt,3
ukrainian troops defending the city of #kharkiv have reached the state border with #russia.  https://t.co/i5sdsukp6k,31,ukrainian troop defending city kharkiv reached state border,1
over the years so many countries have gone through pain. however much we might be upset with different govts but for sure i am thankful our country has not reached that stage. we should be thankful to our democracy &amp; to the present and past govts. #srilanka #russia #phillipines,31,year country pain upset govts sure thankful country reached stage thankful democracy govts srilanka phillipines,0
"international exercises ""defender europe 2022"" continue on the territory of #poland, including the development of a set of logistical measures to ensure the deployment of heavy armored vehicles. #usa #ukraine #russia #russia_ukraine  https://t.co/spmcuajs9d",31,international exercise defender europe  continue territory poland including development set logistical measure ensure deployment heavy armored vehicle usa ukraine russiaukraine,7
"in #kherson, as we all know which is found in #russia ,a cache of weapons for the drg was found in the possession of a former deputy military commissar of #ukraine  machine guns, grenades and ammunition were found in the apartment under the armchairs #russianarmy  https://t.co/hqolz6laos",31,kherson cache weapon drg possession deputy military commissar ukraine machine gun grenade ammunition apartment armchair russianarmy,7
#russia bombs school  in the belgorovka town in the popasnayais area is #fakenews what was bombed was a school building militarised as a barracks as i have shown before here by #ukraine armyask why you are no shown any of the bodies as they are extracted from the rubble  https://t.co/t9natqx9jf,31,bomb school belgorovka town popasnayais area fakenews bombed school building militarised barrack ukraine armyask body extracted rubble,4
no one and nothing can resist the ukrainian tractor troops!   #ukraine #ukrainewar #ukrainerussiawar #oprussia #russia #ukrainewarvideos #slavaukraine  https://t.co/so3m4wcwse,31,resist ukrainian tractor troop ukraine ukrainewar ukrainerussiawar oprussia ukrainewarvideos slavaukraine,7
the #ukrainian military 227th battalion of the 127th territorial defense brigade who reached the border with #russia in the #kharkiv region.   #ukrainian #ukrainerussiawar #россия  https://t.co/ohfwuj5m9f,31,ukrainian military battalion territorial defense brigade reached border kharkiv region ukrainian ukrainerussiawar россия,7
"russian's cannot understand it now, but their best bet for the future is a weakened russia, demilitarisation, democracy movement, democratic reform and acceptance back into the global community. people of #russia , you are welcome when you can behave like a good citizen!",31,russian understand best bet future weakened demilitarisation democracy movement democratic reform acceptance global community people  behave good citizen,3
international criminal court. someone dressed as putin was escorted to the criminal court in the process. the protest was held a day before tomorrow's military parade in #russia. the protesters feel there is nothing to celebrate.,31,international criminal court dressed putin escorted criminal court process protest held day tomorrow military parade protester feel celebrate,0
