tweet,likes_count,tweetFiltrado,topico
icloud photo shared library seems useful. #wwdc22  https://t.co/awkxhwjnfb,11,icloud photo shared library,2
who said it was no hardware at #wwdc22  you lost the bet! #macbookair2022 is here ! slimmest and sleekest! @apple  https://t.co/fwa3mb8oqo,11,hardware lost bet #macbookair2022  slimmest sleekest @apple,0
watchos summary #wwdc22  https://t.co/uo0f8cam0b,11,watchos summary,9
#wwdc22 release thread:  i will add the major updates to this thread.,11,release thread add major update thread,8
meme made in real time with @photoroom_app #wwdc22,11,meme real time @photoroom_app,0
hard to argue with a fanless design.   #wwdc22,11,hard argue fanless design,0
time for dr. evil #wwdc22  https://t.co/oox0iocn5m,11,time dr evil,0
"and once again, apple shows us that it is the master of the online presentation. no breathless, adjective laden content. instead, simply amazingly well designed presentations and clear and lucid narration. #wwdc22",11,apple master online presentation breathless adjective laden content simply amazingly designed presentation clear lucid narration,0
"wallet, apple pay, apple maps, apple news . . . . . . tough to get excited while staying in india #wwdc22",11,wallet apple pay apple map apple news       tough excited staying india,0
"apple news. yeah, we're still around. no, really.  #wwdc22",11,apple news yeah,0
omg omg omg - weatherkit  #wwdc22,11,omg omg omg weatherkit,0
probably my best feature announced in the new mac os. you can use your iphone as a webcam! how cool is that? #wwdc22  https://t.co/nt3heeinb6,11,best feature announced mac o iphone webcam cool,0
"m2 is also coming to the macbook pro, no major design changes though  #wwdc22  https://t.co/t39noygb6x",11,m2 coming macbook pro major design change,8
"apple announces apple pay later, which splits a payment into four equal payments over 6 weeks at 0% interest. it's  also introducing receipt and order tracking info, which can be brought into wallet. apple says shopify is going to start offering along w/other merchants. #wwdc22  https://t.co/f004nsc76n",11,apple announces apple pay split payment equal payment 6 week 0 interest introducing receipt order tracking info brought wallet apple shopify going start offering wother merchant,0
"if apple announces samsung dex like feature and says ""never before done"" i'm gonna fling this phone across the room. #wwdc22",11,apple announces samsung dex feature gonna fling phone room,0
still waiting for apple pay pawn shop. #wwdc22,11,waiting apple pay pawn shop,0
"ooh. ""shared tab groups."" like pinterest but i can understand it. #wwdc22",11,ooh shared tab group pinterest understand,7
they spelled medal wrong  #wwdc22  https://t.co/8zxdo8du32,11,spelled medal wrong,0
apple getting into the buy now pay later game. apple pay later splits orders into four equal payments with no interest. #wwdc22  https://t.co/3swv0vblwr,11,apple buy pay game apple pay split order equal payment interest,0
oh wow look at all these things that just so happen don’t necessarily require limbs to access! #wwdc22,11,wow thing happen require limb access,2
m2 chip is official with 25% more transistors and 50% more memory bandwidth than m1. #wwdc22  https://t.co/q6skkreh7y,11,m2 chip official 25 transistor 50 memory bandwidth m1,4
summary: m2 is ridiculously fast. apple wins. #wwdc22,11,summary m2 ridiculously fast apple win,0
remove background officially on ios 16  #wwdc22,11,remove background officially io 16,3
are they leaving the best for last? ipados 16???  #wwdc22,11,leaving best ipados 16,3
as an apple user through and through; #wwdc22 is always one of my favourite events! who else is watching? ,11,apple user favourite event watching,5
"the 13"" macbook pro shouldn't exist #wwdc22",11,13 macbook pro exist,8
ios 16 lowkey ate #wwdc22  https://t.co/yawxwo6wxq,11,io 16 lowkey ate,3
the macbook pro 13-inch is also getting a m2 upgrade this year. #wwdc22  https://t.co/qmfew2cxgx,11,macbook pro 13-inch m2 upgrade year,8
new #macbookair air   m2 chip  13.6” liquid retina display  2.7 pounds  magsafe + 18 hours battery  1080p camera  #wwdc22  https://t.co/ozrggcnpcf,11,#macbookair air m2 chip 136 liquid retina display 27 pound magsafe  18 hour battery 1080p camera,6
"#ios16 coming to iphone 8 and later. iphone 6s, 7, and first-gen se won’t get ios 16. #wwdc22",11,#ios16 coming iphone 8 iphone 6 7 first-gen se io 16,3
"game center has received an updated dashboard with ""activity"" section. see what friends are playing, their scores, and more. shareplay is coming to game center to play games with friends. coming later this year in an update #wwdc22  https://t.co/ci9mpu5jok  https://t.co/juucbcqqjb",11,game center received updated dashboard activity friend playing score shareplay coming game center play game friend coming year update,1
"""desktop-class apps"". i can't find ""infinite skepticism"" emoji. #wwdc22",11,desktop-class apps find infinite skepticism emoji,0
apple has just reinvented the collaborative whiteboard from microsoft netmeeting and msn messenger #wwdc22  https://t.co/hdmfbbpttv,11,apple reinvented collaborative whiteboard microsoft netmeeting msn messenger,0
google maps norr we go use dons #wwdc22,11,google map norr don,1
oh my are they really going to do it?? #wwdc22  https://t.co/xactokr14o,11,going,0
"naturally, the m2-based macbook pro has a 13-inch display and not a 13.6-inch display. because wtf apple.  #wwdc22",11,naturally m2-based macbook pro 13-inch display 136-inch display wtf apple,8
one thing about apple. the creative team on these ads dey craze. #wwdc22,11,thing apple creative team ad dey craze,0
"i get that the m2 13” macbook pro is a price point decision, but it still feels weird versus 14” macbook pro. apple has to put in work to make/update these. #wwdc22",11,m2 13 macbook pro price point decision feel weird versus 14 macbook pro apple work makeupdate,8
"safety check is a new feature that helps you protect your personal safety in cases of abusive relationships: quickly reset your privacy permissions and access that you’ve allowed, like stopping location sharing. #wwdc22",11,safety check feature help protect personal safety case abusive relationship reset privacy permission access allowed stopping location sharing,2
deskview and continuity camera using your iphone as your webcam is something i can't wait to make use of. great for demos. who needs a visualiser!? #wwdc22 #appleeduchat  https://t.co/hmavr6e0bu,11,deskview continuity camera iphone webcam wait great demo visualiser #appleeduchat,7
we're seconds away from the new macbook air  i can feel it #wwdc22,11,second macbook air feel,8
edit button ohmzlzj #wwdc22,11,edit button ohmzlzj,3
this m2 si mchezo weh!  $aapl #wwdc22  https://t.co/cokvjxnns1,11,m2 si mchezo weh aapl,4
omg flip 3d!!!! hi!!! #wwdc22  https://t.co/ks2fstk10b,11,omg flip 3d,0
yeah i like the new lock screen concept #wwdc22,11,yeah lock screen concept,3
"finally some freaking multitasking on ipad. unfortunately, only on m1 ipad pro.  can hook it up to a monitor which gives me some samsung dex vibes.  #wwdc22  https://t.co/iyxgq7qstv",11,finally freaking multitasking ipad m1 ipad pro hook monitor samsung dex vibe,7
imo that is way too much screen for a car. #wwdc22,11,imo screen car,1
can carplay be wireless?  #wwdc22,11,carplay wireless,1
"apple is now offering a sneak peek at the 'next-generation' carplay. a lot more controls, and widgets compared to existing carplay software  #wwdc22  https://t.co/qzonwngtoh",11,apple offering sneak peek next-generation carplay lot control widget compared existing carplay software,1
"apple car must be coming within the decade then, right?  #wwdc22",11,apple car coming decade,0
anyone else get chills watching #wwdc22   just me? okay lol.,11,chill watching lol,5
undo sent. omg danke apple! #wwdc22,11,undo omg danke apple,0
what car is that ui in?!  #wwdc22,11,car ui,1
"the #apple #ios16 brings the biggest change to the #lockscreen since the launch of first iphone.   and just as you would expect from apple, it’s simple and seamless to tinker with. personalisation at its best!   #wwdc22 #wwdc2022  https://t.co/9yzlcn3n4n",11,#apple #ios16 brings biggest change #lockscreen launch iphone expect apple simple seamless tinker personalisation best #wwdc2022,3
"brb, google searching “how to install apple carplay on tesla” #wwdc22",11,brb google searching install apple carplay tesla,1
but that dark color! #wwdc22,11,dark color,6
"ok, that's it for ios. now it's this mfer's turn with watchos. #wwdc22  https://t.co/jg5d14zqau",11,io mfers turn watchos,3
"overlapping windows, window resizing, now possible on ipad. with an external display you can have up to 8apps running simultaneously  #wwdc22  https://t.co/xqplbv3e88",11,overlapping window window resizing ipad external display 8apps running simultaneously,7
mail in macos also getting an update. #wwdc22  https://t.co/szopzkuexm,11,mail macos update,7
wow new moon phase watch face for the islamic calendar is sweet    #watchos9 #wwdc22  https://t.co/9jbxffsu7e,11,wow moon phase watch face islamic calendar sweet #watchos9,9
"never more jealous of the live audience being 3 minutes ahead, than in the midst of a gaming video. #wwdc22",11,jealous live audience 3 minute ahead midst gaming video,3
apple should create an m2-based videogame console. god knows the world needs more of those.   #wwdc22,11,apple create m2-based videogame console god world,0
welcome in new world m2 #wwdc22  https://t.co/qrdujw6cg2,11,world m2,4
our list of ios 16 features is up to date! #wwdc22  https://t.co/q1f935jhl1,11,list io 16 feature,3
now this is ios 16 #wwdc22  https://t.co/x0uiqxmhk7,11,io 16,3
how do you like the new ios 16 lock screen? #wwdc22,11,io 16 lock screen,3
why is the riddler on stage?! #wwdc22,11,riddler stage,7
ios16 looks awesome!  #ios #ios16 #apple #iphone #swift #swiftui #appdevelopment #wwdc22 #100daysofcode #programming #coding #code #html #js #css #webdevelopment  https://t.co/yapqlok20t,11,ios16 awesome #ios #ios16 #apple #iphone #swift #swiftui #appdevelopment #100daysofcode #programming #coding #code #html #js #css #webdevelopment,3
that was way more time on passkeys than i thought apple would give #wwdc22  https://t.co/edze6ko7b0,11,time passkey thought apple,0
“desk view” using just one iphone?? apparently uses the ultra wide camera on iphone. #wwdc22  https://t.co/tlljwy0ts7,11,desk view iphone ultra wide camera iphone,7
"watchos 9 will bring sleep stages to help you find out how much time you spent in each sleep stage - rem, core, and deep sleep  #wwdc22  https://t.co/bg2ssvgyte",11,watchos 9 bring sleep stage help find time spent sleep stage rem core deep sleep,9
apple really didn’t even mention ar  or xcode  #wwdc22,11,apple mention ar xcode,0
will @apple talk about the man who was murdered because his girlfriend used apple air tags to track him down? #wwdc22  https://t.co/gcmb6y9jbk,11,@apple talk man murdered girlfriend apple air tag track,0
m2 is here! #wwdc22  https://t.co/xgm705yook,11,m2,4
